,time,site
33069,2022-10-10,ukh1407-10750
61728,2021-08-07,ukd1103-45920
10286,2020-10-28,ukj4202-12100
91020,2021-02-25,ukj3400-17400
25820,2022-04-23,ukj4210-12660
108922,2022-11-25,ukk3106-32400
28628,2022-07-03,ukk3106-32320
7748,2020-08-06,ukj4202-12120
42855,2020-06-20,ukk2302-35300
76712,2022-07-26,ukk3104-33350
82303,2022-10-26,ukc2203-05000
33455,2022-10-18,ukj2403-15900
85313,2020-03-05,ukk3106-27900
22124,2021-11-20,ukc2102-03600
83915,2022-12-10,uke1200-08000
82654,2022-11-04,ukh3311-11700
33566,2022-10-24,ukc2101-04000
91401,2021-03-20,ukk3106-27500
24796,2022-03-22,ukj2100-14800
108622,2022-02-23,ukk4200-23900
16405,2021-06-08,ukk2205-21500
38219,2020-04-06,ukh3100-11902
68882,2022-02-21,ukk3106-28300
95077,2021-10-04,ukk3103-29501
81182,2022-10-05,ukh3306-11750
84021,2022-12-14,ukj2205-14200
100481,2022-09-06,ukk3105-31450
23785,2022-02-23,ukk3106-32100
13985,2021-04-18,ukh1407-10830
24957,2022-03-25,ukk3103-29000
8914,2020-09-10,ukj4202-12150
8848,2020-09-08,ukj4209-11950
67328,2021-12-04,ukh3311-11650
77837,2022-08-11,ukj2402-15700
74146,2022-06-08,ukk4305-25100
28283,2022-06-23,ukk4200-24100
98023,2022-03-24,ukj2203-14600
6658,2020-07-08,ukc1404-05700
31528,2022-09-01,ukk3103-29000
93197,2021-07-01,ukk3105-30600
56936,2021-05-14,ukk2201-17200
98738,2022-04-29,ukk4305-25900
24691,2022-03-20,ukc2103-04700
47751,2020-09-16,ukk2302-35500
29206,2022-07-15,ukh1406-10900
73752,2022-06-03,ukk2204-20100
8271,2020-08-22,ukk4200-24500
88579,2020-09-24,ukk3102-31650
111725,2022-02-05,ukk4306-22600
93192,2021-07-01,ukk3102-28550
76098,2022-07-15,uke1200-07900
59833,2021-07-01,ukk3103-30000
40335,2020-05-06,ukk2204-20200
37258,2020-03-23,ukk3104-32800
99374,2022-06-15,ukj3305-16800
55445,2021-04-21,ukj3305-16700
20388,2021-09-25,ukj4202-12120
1317,2020-03-13,ukk4304-34800
41895,2020-05-31,ukj2402-15680
88431,2020-09-18,ukj2402-15500
24829,2022-03-22,ukk2206-20600
53407,2021-03-19,ukh1406-11000
72991,2022-05-19,ukk4307-33900
73050,2022-05-21,ukk2206-20400
10431,2020-11-05,ukk3106-32300
85691,2020-03-30,ukk4200-23700
4873,2020-05-24,ukk4304-34600
47160,2020-09-04,ukk3106-32150
110850,2022-06-25,ukc2103-04600
82723,2022-11-09,ukh1406-11000
98231,2022-04-07,ukk3106-28000
94056,2021-08-25,ukd1103-45200
86477,2020-05-14,ukk2101-19150
100726,2022-09-16,ukk4305-25900
71628,2022-04-21,ukk2204-20000
30555,2022-08-12,ukc2104-04280
57525,2021-05-22,ukk3105-31300
86642,2020-05-27,ukk3101-26800
11556,2021-02-01,ukd1101-46000
29104,2022-07-13,uke2206-07200
74202,2022-06-10,ukj2402-15680
17797,2021-07-18,uke1200-08000
103744,2020-10-26,ukk4305-26000
89391,2020-11-03,ukk3102-32000
91191,2021-03-05,ukk4305-26100
55206,2021-04-18,ukh1303-10400
81898,2022-10-16,ukk3101-26900
97262,2022-02-07,ukf3102-09500
77542,2022-08-07,ukk2206-20500
91180,2021-03-05,ukk4200-23700
24424,2022-03-14,ukj2201-14400
91708,2021-04-09,ukk2204-20100
26505,2022-05-14,ukd5400-40900
29512,2022-07-20,ukj3305-16700
2333,2020-04-04,ukk4200-24200
21103,2021-10-14,ukk3105-31000
62956,2021-08-30,ukk4304-34410
26345,2022-05-08,ukh1303-10500
32386,2022-09-21,ukk4200-24300
80654,2022-09-25,ukh3311-11300
20813,2021-10-06,ukk4200-23400
78753,2022-08-27,ukk3102-31600
20976,2021-10-11,ukk2102-19350
113208,2020-04-26,ukk4200-24300
45155,2020-07-31,ukd4305-43260
91332,2021-03-17,ukh3100-11850
42193,2020-06-08,ukc2300-05600
15714,2021-05-24,ukk3106-27400
76436,2022-07-18,ukk4301-22100
39282,2020-04-22,ukc2102-03700
9754,2020-10-08,ukc1404-05700
43524,2020-07-02,ukj4210-12630
5726,2020-06-15,uke1301-09000
104283,2021-01-24,ukk3105-30600
8612,2020-09-01,ukd1101-46000
108159,2021-02-05,ukk2204-20000
52238,2021-02-18,ukk4200-23501
47479,2020-09-10,ukh1304-09850
70362,2022-03-22,ukk2206-20300
59143,2021-06-18,ukk4305-25100
107945,2020-11-05,ukk4305-24800
82934,2022-11-12,ukk2101-19000
107451,2022-12-08,ukk3101-26600
75919,2022-07-12,ukh3100-11904
69265,2022-03-05,ukk2102-19450
65605,2021-10-16,ukk4305-25600
111047,2022-08-19,ukc2103-04700
41159,2020-05-19,ukk3106-32200
24911,2022-03-25,ukc1404-05800
43418,2020-07-01,ukd4200-42500
74140,2022-06-08,ukk4304-34300
43646,2020-07-06,ukk3101-26700
100956,2022-09-26,ukk4304-34300
82059,2022-10-18,ukk2205-21400
61866,2021-08-09,ukc2203-05200
85583,2020-03-25,ukk3106-27400
64435,2021-09-26,uke1200-08100
107867,2020-10-01,ukj3400-17500
103253,2020-09-01,ukk3106-27200
84836,2020-01-27,ukj3400-17500
104715,2021-04-29,ukk3104-32600
27488,2022-06-07,ukj2202-14100
51159,2021-01-13,ukf3102-09300
80860,2022-09-28,ukh3311-11650
31896,2022-09-10,ukj4210-12450
16072,2021-06-02,ukj2202-14100
97054,2022-01-22,ukk3101-26600
66049,2021-10-29,ukk3103-30000
64729,2021-10-01,ukk4305-25000
82455,2022-10-31,ukd5300-41500
32096,2022-09-16,ukc1404-05700
90772,2021-02-08,ukk4305-25900
23014,2022-01-17,ukd4303-41800
93076,2021-06-25,uke1200-07950
40453,2020-05-08,ukj2202-14150
112503,2020-12-17,uki1106-11940
36935,2020-03-17,ukk4301-21800
82838,2022-11-10,ukk4200-24500
12941,2021-03-22,ukk4301-22000
90520,2021-01-24,ukk3103-29501
20911,2021-10-10,ukh1305-10310
20033,2021-09-16,ukk4305-24900
78367,2022-08-20,ukk3102-31600
105992,2022-02-21,ukk3104-33600
44203,2020-07-13,ukk3102-28800
87128,2020-07-08,ukk3106-32500
30851,2022-08-19,uke1301-09000
3310,2020-04-24,ukk3105-31250
25652,2022-04-19,ukk3105-31250
87631,2020-08-07,ukk4301-21600
96139,2021-11-20,ukk2305-35200
93112,2021-06-26,ukk3105-30600
50401,2020-12-15,ukk2201-18800
84567,2020-01-10,ukk4304-34100
91055,2021-02-26,ukk3103-29900
71658,2022-04-22,ukd4200-42500
17586,2021-07-13,ukd5400-41000
2248,2020-04-03,ukj4208-13500
18180,2021-07-28,ukk2101-19100
28360,2022-06-27,ukh1305-10100
9210,2020-09-19,ukd5400-40900
102048,2022-11-25,ukk3101-26900
14044,2021-04-19,ukd4303-41900
87462,2020-07-30,ukj2204-13900
78197,2022-08-17,ukk3104-33600
61321,2021-07-30,ukk4301-22100
64017,2021-09-19,ukd5400-40800
14177,2021-04-21,ukk2205-21500
12039,2021-02-23,ukk4304-34450
83020,2022-11-15,ukd5400-40800
85779,2020-04-04,ukk3101-26800
107977,2020-11-13,ukk3102-28550
37967,2020-04-02,ukk3102-32000
28492,2022-07-01,ukk3106-32100
12714,2021-03-17,ukj4202-12150
63075,2021-09-01,ukk3105-30300
4981,2020-05-27,ukc2102-03600
71646,2022-04-21,ukk4301-21900
27736,2022-06-12,ukf3102-09600
76303,2022-07-17,ukj4210-12400
33609,2022-10-25,ukh1305-10150
87257,2020-07-16,ukk3104-33400
58425,2021-06-06,ukk3102-31800
78666,2022-08-26,ukj2402-15700
110233,2022-03-12,ukj4210-12350
102601,2022-12-27,ukk2205-20970
34073,2022-11-14,ukf3102-09600
40219,2020-05-04,ukk3106-27200
70067,2022-03-18,ukd1103-45200
1776,2020-03-25,ukd5400-40900
65449,2021-10-14,ukk3106-32340
96619,2021-12-17,ukj2403-16000
83172,2022-11-17,ukk2302-35300
105511,2021-11-23,ukk3101-26560
39821,2020-04-29,ukk3101-26570
103507,2020-09-29,ukk3104-33000
22934,2022-01-13,ukj4208-13800
95513,2021-10-23,uke1200-07900
47382,2020-09-08,ukj3400-17400
43923,2020-07-10,uke2206-06900
46563,2020-08-24,ukj2401-15200
52086,2021-02-16,ukd1103-44800
59629,2021-06-28,ukk2204-20100
43656,2020-07-06,ukk3102-31900
21018,2021-10-13,ukc2300-05500
18685,2021-08-09,ukh3100-11830
112565,2021-06-30,ukk4306-22800
56527,2021-05-06,ukj3400-17400
22001,2021-11-14,ukj4209-12000
28708,2022-07-05,ukj3305-16700
24236,2022-03-10,ukc2204-05300
98311,2022-04-11,ukj2402-15500
63324,2021-09-06,ukk3104-33350
101969,2022-11-20,ukk4305-24900
16768,2021-06-18,ukk2204-19700
73807,2022-06-03,ukk3106-28100
33646,2022-10-26,ukc1404-05700
73108,2022-05-22,ukk3105-30400
12972,2021-03-24,ukj4204-13000
85073,2020-02-13,ukf3102-09500
95039,2021-10-03,ukj2401-15300
18428,2021-08-02,ukk4304-34450
71118,2022-04-11,ukj2100-15000
74604,2022-06-17,ukh1303-10400
30444,2022-08-09,ukk2302-35500
61172,2021-07-28,ukk3101-26570
100071,2022-08-09,ukk1202-35800
51206,2021-01-21,ukh3100-11902
10866,2020-12-17,ukj4209-11950
17514,2021-07-08,ukk2205-21500
5923,2020-06-20,ukf3102-09600
90644,2021-02-01,ukk4304-34100
42465,2020-06-13,ukk2206-20800
16610,2021-06-13,ukk3106-27400
54270,2021-04-04,ukk2102-19190
84931,2020-02-04,ukk4200-23200
103638,2020-10-11,ukk3102-31900
42639,2020-06-15,ukk2206-20400
21695,2021-11-02,ukh3311-11100
22682,2021-12-18,ukc2101-04200
32383,2022-09-21,ukk4200-23400
34484,2022-11-30,ukd1101-46000
94713,2021-09-21,uke2206-07200
22594,2021-12-12,ukj4209-12000
4410,2020-05-16,ukh1303-10650
70182,2022-03-20,uke1200-08600
83453,2022-11-25,uke2206-07000
51001,2021-01-09,ukd4200-42100
20050,2021-09-18,uke1200-08900
54000,2021-03-29,ukj2402-15600
55534,2021-04-22,ukk3104-33600
1981,2020-03-29,ukh3100-11830
112973,2022-05-08,ukj2100-14800
15237,2021-05-14,ukk2101-19100
88420,2020-09-18,uke2206-07200
101309,2022-10-16,ukk2206-20900
37325,2020-03-24,ukj2402-15700
15174,2021-05-13,ukj2201-14500
23822,2022-02-25,ukh1303-10500
7760,2020-08-06,ukj4210-12700
20673,2021-10-03,ukk2201-18800
94028,2021-08-24,ukj2203-14600
79334,2022-09-06,ukd5400-40750
14888,2021-05-06,ukh1304-09800
57308,2021-05-19,ukk2205-21000
80971,2022-09-29,ukk3105-30800
106071,2022-03-05,ukk3102-31800
66828,2021-11-19,ukh3311-11350
50955,2021-01-02,ukk3103-28900
109152,2020-11-05,ukk3104-33500
18478,2021-08-04,ukh3311-11100
84000,2022-12-14,ukh1303-10325
48685,2020-10-06,ukd5400-40800
49141,2020-10-14,ukk3103-29800
55750,2021-04-24,ukk4305-26200
48666,2020-10-06,ukc1202-06600
112107,2021-04-14,uke1301-09020
12474,2021-03-09,ukj4202-12100
85040,2020-02-11,ukk4301-21600
78863,2022-08-29,ukh3311-11350
55743,2021-04-24,ukk4305-25000
62552,2021-08-24,ukk2206-20400
113364,2022-02-26,ukk3101-26520
21818,2021-11-05,uke2206-06800
57135,2021-05-16,ukk2302-35300
9698,2020-10-06,ukc2102-03900
52074,2021-02-12,ukj4208-13600
75018,2022-06-25,ukj3307-16300
70683,2022-03-28,ukk3105-31000
19564,2021-09-05,ukf3102-09600
97714,2022-03-12,ukj2204-13900
105517,2021-11-23,ukk3103-29400
44802,2020-07-25,ukh3311-11350
68017,2022-01-14,uke1200-08300
56269,2021-05-02,ukk3106-27700
96155,2021-11-20,ukk3104-33350
8513,2020-08-29,ukk2201-18750
46220,2020-08-17,ukk2201-18700
34936,2022-12-27,ukj4209-11950
102438,2022-12-15,ukk4301-21700
459,2020-02-01,ukj2204-14000
79448,2022-09-06,ukk4306-22700
63569,2021-09-11,ukk3103-30000
53442,2021-03-19,ukj4210-12850
7283,2020-07-25,ukh3100-11830
27175,2022-05-31,ukj2202-14100
99569,2022-07-03,ukk3105-30600
70126,2022-03-19,ukh3311-11300
73677,2022-06-01,ukk3106-32500
41461,2020-05-24,ukk4301-21600
85732,2020-04-01,ukk4301-21700
50006,2020-11-12,ukh3100-11800
38678,2020-04-13,ukj4210-12600
1050,2020-03-05,ukc2300-05500
47452,2020-09-09,ukk3104-33360
8427,2020-08-27,ukd1101-46300
82937,2022-11-12,ukk2102-19190
34296,2022-11-20,ukk4306-22600
19259,2021-08-29,ukc1202-06400
70314,2022-03-22,ukj2100-14900
29544,2022-07-21,ukc2101-04000
80038,2022-09-16,ukk2205-21200
66000,2021-10-28,ukk2102-19170
90743,2021-02-08,ukk3102-28800
16653,2021-06-15,uke1200-08900
112036,2022-11-12,ukk4200-23200
10435,2020-11-05,ukk4306-22900
96604,2021-12-15,ukk4305-25700
97760,2022-03-13,ukk3106-28000
8835,2020-09-08,ukj2402-15800
86908,2020-06-21,ukk3106-28400
99461,2022-06-23,ukk3102-28550
31439,2022-08-31,ukf3102-09400
100322,2022-08-29,ukj2402-15650
78007,2022-08-14,uke1200-07900
20017,2021-09-16,ukk3103-29100
31749,2022-09-08,ukc1404-05700
5858,2020-06-17,ukh1305-10100
15752,2021-05-27,ukd1103-45600
30083,2022-08-04,uke1200-08000
54384,2021-04-06,uke1200-08200
73102,2022-05-22,ukk3104-33100
92866,2021-06-10,ukj2401-15300
79993,2022-09-16,ukc2203-05200
94584,2021-09-16,ukk3102-28800
63453,2021-09-08,ukk2205-21400
60359,2021-07-15,ukj2403-16000
8957,2020-09-13,ukh1305-10125
85541,2020-03-23,ukk3106-28100
86134,2020-04-22,ukk3106-28400
51828,2021-02-08,ukk2102-19450
81055,2022-10-01,uke1200-08100
98215,2022-04-07,ukk3101-26700
87544,2020-08-02,ukk4200-23200
16315,2021-06-07,ukf3102-09200
36696,2020-03-12,ukk1202-36000
48375,2020-10-01,ukd4200-42100
43142,2020-06-25,uke2206-06900
17253,2021-06-30,ukj3400-18400
97923,2022-03-20,ukk3101-27000
19200,2021-08-27,uke1200-08700
19226,2021-08-27,ukk3105-31000
27939,2022-06-15,ukj3307-16400
4915,2020-05-26,ukh1303-10350
100342,2022-08-30,ukk3101-26800
63730,2021-09-14,ukk3105-31300
47366,2020-09-08,ukh3311-11650
107726,2020-02-12,ukk4304-34410
50127,2020-11-15,ukk2102-19200
99354,2022-06-13,ukk4200-23700
90198,2020-12-30,ukc1404-05700
86386,2020-05-06,ukk2101-19150
98552,2022-04-23,ukf3102-09500
4908,2020-05-26,uke2206-07700
108429,2021-12-05,ukk4305-26200
65483,2021-10-15,ukj4210-12500
4385,2020-05-14,ukk4200-24500
95860,2021-11-05,ukk3101-26700
34623,2022-12-09,ukj4208-13500
42790,2020-06-20,ukh3100-11850
39309,2020-04-22,ukk3102-31700
48995,2020-10-11,ukk2305-35000
108201,2021-02-23,ukk4304-34300
15731,2021-05-24,ukk4304-34300
42756,2020-06-17,ukj4208-13700
31664,2022-09-05,ukj4210-12350
35337,2020-01-19,ukh3100-11902
101679,2022-11-10,ukk3104-33650
62794,2021-08-29,uke1200-08100
76594,2022-07-21,ukk3104-32750
59010,2021-06-18,ukc1101-06000
57217,2021-05-18,ukh1303-10400
55611,2021-04-24,ukc1101-06000
21176,2021-10-16,ukc2300-05500
21399,2021-10-24,ukk4304-34450
74380,2022-06-13,ukd4303-41900
52054,2021-02-12,ukh1305-10000
53279,2021-03-15,ukk4301-22200
79264,2022-09-04,ukk3106-28100
71577,2022-04-21,ukh3100-11850
8568,2020-08-31,ukh3100-11830
70471,2022-03-25,ukc2300-05600
60783,2021-07-21,ukd4305-43550
86271,2020-04-29,ukk3104-33400
39820,2020-04-29,ukk3101-26560
56503,2021-05-06,ukh3306-11750
85310,2020-03-05,ukk3106-27200
110833,2022-03-07,ukk4306-22600
65150,2021-10-10,ukh1305-10000
83778,2022-12-07,ukj3305-16700
110908,2020-05-26,ukk4200-23300
53058,2021-03-13,ukd5400-40750
41353,2020-05-24,ukd4312-43000
37639,2020-03-28,ukk3105-31200
58515,2021-06-08,ukc1202-06700
6934,2020-07-13,ukk3105-30500
67632,2021-12-17,ukj2402-15650
11550,2021-02-01,ukc2101-04250
3360,2020-04-26,uke2206-07700
73746,2022-06-03,ukk2102-19450
50742,2020-12-27,ukj2402-15700
107536,2022-12-15,ukk3103-29501
87390,2020-07-26,ukk3101-26570
83459,2022-11-25,ukk1202-35700
86951,2020-06-23,ukk4305-26000
42768,2020-06-20,ukc2203-04800
3813,2020-05-04,uke1200-08000
51320,2021-01-24,ukd1102-44200
15846,2021-05-29,ukc2203-05000
53911,2021-03-27,ukj2202-14150
34813,2022-12-20,ukd5400-41000
16866,2021-06-21,ukd1101-46300
32224,2022-09-18,ukj3400-17850
52090,2021-02-16,ukd4200-42500
13763,2021-04-13,ukj4209-12000
34314,2022-11-22,ukh1407-10750
82616,2022-11-03,ukk3104-32800
4474,2020-05-17,ukk3106-27800
62660,2021-08-27,ukd4305-43550
111419,2020-03-27,ukj4208-13300
52160,2021-02-18,ukd5400-40750
40554,2020-05-09,ukk3104-32700
108036,2020-12-15,ukk3101-26600
29123,2022-07-13,ukk3102-28600
37845,2020-04-01,uke1200-08200
4963,2020-05-26,ukj4209-11950
38780,2020-04-14,ukk3104-33700
6882,2020-07-13,ukc1202-06300
79584,2022-09-09,ukk3103-30000
76542,2022-07-20,ukk2205-21400
87560,2020-08-04,uke1200-07900
71393,2022-04-18,ukf3102-09300
34876,2022-12-24,ukj4209-11950
93431,2021-07-18,ukk3106-27400
34514,2022-11-30,ukk4301-22000
36719,2020-03-12,ukk2206-20900
22943,2022-01-14,ukc1101-06200
104445,2021-02-18,ukk3104-33650
110655,2021-09-28,uke1301-09000
31748,2022-09-08,ukc1202-06700
8097,2020-08-17,ukc2101-04000
14487,2021-04-28,ukj4202-12150
2912,2020-04-17,ukc2102-03600
36018,2020-02-26,ukk2204-19700
4693,2020-05-21,ukj2205-14300
40773,2020-05-14,uke1200-08300
103644,2020-10-11,ukk3104-33600
4980,2020-05-27,ukc2101-04250
89925,2020-12-15,ukj3400-17500
769,2020-02-26,ukj3400-18000
109170,2020-11-15,ukk3104-33500
20293,2021-09-23,ukh1407-10850
19327,2021-08-29,ukk2102-19350
20862,2021-10-08,ukh3311-11100
37698,2020-03-30,ukc2203-04900
633,2020-02-11,ukj2202-14100
31730,2022-09-06,ukk3106-32320
50190,2020-11-22,ukh3100-11902
98765,2022-05-03,ukh3311-11600
101750,2022-11-12,ukk4306-22400
68999,2022-02-23,ukk3106-32150
41341,2020-05-24,ukc2300-05600
18714,2021-08-09,ukk1202-35700
26514,2022-05-14,uke2206-07700
61900,2021-08-09,ukj2100-14900
102217,2022-12-03,ukk3106-27800
13798,2021-04-14,ukd4303-41800
34579,2022-12-08,ukd5400-40900
23862,2022-02-25,ukj4209-12000
33855,2022-11-04,ukf3102-09600
60687,2021-07-20,uke2206-07300
31542,2022-09-01,ukk3106-32500
77806,2022-08-11,ukf3102-09300
10046,2020-10-16,uke2206-07100
50713,2020-12-27,uke2206-07500
89166,2020-10-16,uke2206-07200
58669,2021-06-10,uke2206-07400
92119,2021-04-27,ukk3106-27400
74597,2022-06-15,ukk4301-21800
96159,2021-11-20,ukk3105-31400
36522,2020-03-08,ukd1103-45920
94656,2021-09-18,ukk4301-21700
83781,2022-12-07,ukj3308-17100
51897,2021-02-08,ukk4305-25400
66241,2021-11-02,ukc1202-06500
24604,2022-03-18,ukc2102-03800
65889,2021-10-24,ukk3106-32330
85020,2020-02-11,ukj3308-17000
80154,2022-09-18,ukh3306-11750
26750,2022-05-19,ukk4306-22600
14723,2021-05-03,ukh1305-10100
106483,2022-04-29,ukk4100-26400
26671,2022-05-19,ukc2102-03600
13475,2021-04-06,ukk2204-19700
12588,2021-03-15,ukc2203-05000
21158,2021-10-16,ukc1202-06400
45571,2020-08-06,ukj4210-12850
8565,2020-08-31,ukh1407-10800
30876,2022-08-19,ukh1407-10800
31268,2022-08-27,ukk3105-31100
65731,2021-10-21,ukk3105-31350
24616,2022-03-18,ukk3103-29000
70383,2022-03-23,ukd4200-42100
4284,2020-05-13,ukj4202-12150
60755,2021-07-20,ukk2205-21200
7954,2020-08-11,ukh1304-09900
34867,2022-12-24,ukj2205-14300
50872,2021-01-01,ukc1202-06600
80228,2022-09-19,ukd1102-44200
103860,2020-11-10,ukk3104-33700
65391,2021-10-13,ukk2206-20900
95578,2021-10-25,ukh3311-11600
30374,2022-08-09,uke2206-06800
73719,2022-06-03,ukd4200-42500
89398,2020-11-03,ukk3105-30700
93461,2021-07-20,ukj2401-15200
3348,2020-04-26,ukc2204-05400
50358,2020-12-15,ukc1101-06000
103965,2020-11-15,ukk4305-25300
14612,2021-05-01,ukf3102-09200
68104,2022-01-17,ukk3105-30400
25175,2022-04-03,ukh1407-10750
15243,2021-05-14,ukk2205-21500
97720,2022-03-12,ukj3305-16800
27683,2022-06-10,ukk2201-18750
66154,2021-10-31,ukk2101-19160
2415,2020-04-06,ukj4208-13400
109276,2021-08-14,ukk4306-22400
95345,2021-10-14,ukk3105-31450
90583,2021-01-29,ukk3101-26560
78803,2022-08-27,ukk4200-24600
53343,2021-03-17,ukj2402-15600
15218,2021-05-14,ukc2204-05400
25853,2022-04-24,ukd5400-40900
2627,2020-04-11,ukf3102-09100
29226,2022-07-15,ukj3305-16700
65982,2021-10-28,ukj3307-16400
1415,2020-03-17,ukj3100-16600
6542,2020-07-05,ukj2204-14000
41313,2020-05-23,ukj2100-15000
101106,2022-10-06,ukk3101-26570
99281,2022-06-10,ukj2204-13900
11488,2021-01-29,ukc2101-04200
94934,2021-09-29,ukk3102-28500
81384,2022-10-08,ukj2100-14900
72164,2022-05-02,ukd1103-44800
18582,2021-08-07,ukd1101-46000
44632,2020-07-20,ukk2102-19450
90868,2021-02-16,ukk3104-33360
18174,2021-07-28,uke2206-06800
51746,2021-02-06,ukk3101-26700
111081,2020-02-12,ukk3102-31600
44602,2020-07-20,ukj2201-14550
34919,2022-12-27,ukj2202-14100
22022,2021-11-17,ukf3102-09200
71950,2022-04-26,ukk4200-24500
74621,2022-06-17,ukh3311-11650
40834,2020-05-14,ukk3103-30000
108850,2022-11-10,ukk4100-26500
7847,2020-08-09,uke1301-09000
1520,2020-03-20,ukd5400-41000
18791,2021-08-11,ukj4202-12120
103260,2020-09-01,ukk4304-34100
49875,2020-11-09,ukj4210-12600
53515,2021-03-20,ukk3102-31700
56282,2021-05-02,ukk4304-34500
28490,2022-07-01,ukk3106-27900
99405,2022-06-20,ukj3308-17000
6935,2020-07-13,ukk3105-30900
57634,2021-05-24,ukk3104-32750
56428,2021-05-04,ukk3105-30750
105289,2021-10-24,ukk3104-33400
24218,2022-03-10,ukc1202-06300
82645,2022-11-04,ukh3100-11800
9674,2020-10-05,ukj4204-13000
45165,2020-07-31,ukk3102-28500
39487,2020-04-24,ukk3103-30000
112988,2022-07-12,ukj2100-14800
60261,2021-07-13,ukk3102-28800
50599,2020-12-20,ukk3104-33100
12366,2021-03-07,ukh1305-10100
98457,2022-04-19,ukk3103-30000
13589,2021-04-09,ukk3106-28000
98653,2022-04-27,ukk3101-26600
36505,2020-03-05,ukk4304-34410
9375,2020-09-26,ukc2204-05300
25116,2022-04-01,ukj4208-13400
105704,2022-01-04,ukk3102-31800
49448,2020-10-26,uke2206-07600
95683,2021-10-31,ukk2302-35600
16403,2021-06-08,ukk2204-19700
73216,2022-05-24,ukk3104-32750
37193,2020-03-22,ukk2204-19600
49558,2020-10-28,ukh3311-11700
39790,2020-04-29,ukk1202-35700
32317,2022-09-20,ukj4210-12660
78913,2022-08-29,ukk2205-21400
8532,2020-08-30,ukd5300-41200
106051,2022-02-26,ukk3104-32750
88411,2020-09-16,ukk4305-25900
103676,2020-10-14,ukk3104-33500
24985,2022-03-27,ukc2203-05100
74567,2022-06-15,ukk1202-35900
40213,2020-05-04,ukk3105-30750
18141,2021-07-26,ukk4304-34500
50157,2020-11-15,ukk3106-32100
84405,2022-12-27,ukj2201-14400
111775,2020-02-29,ukk3102-31650
83183,2022-11-18,ukd1101-46300
105520,2021-11-23,ukk3104-33000
6816,2020-07-11,ukc2104-04280
88057,2020-09-01,ukk4305-24800
96771,2022-01-04,ukk3103-29900
41716,2020-05-29,ukd4200-42600
46172,2020-08-15,ukk4304-34800
59914,2021-07-05,ukh1305-10300
3965,2020-05-06,ukk2201-18750
75877,2022-07-11,ukk3104-33600
48908,2020-10-10,ukh3100-11800
101119,2022-10-06,ukk3106-27400
7072,2020-07-18,ukk2204-19700
93468,2021-07-20,ukj3307-16350
11252,2021-01-13,ukj4202-12120
92137,2021-04-29,ukk1202-35800
49484,2020-10-26,ukk3102-28600
107342,2022-11-28,ukk3101-26600
112707,2022-10-16,uke1301-09020
